,Drug_ID,Drug,valid_smiles,mol,sentence,mol2vec
1718,CHEMBL311906,O=C(OC1OC2CC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1e810>,MolSentence with 132 words,"(300,) dimensional vector"
1719,CHEMBL318272,O=C(CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3)NCCN1CCOCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1e870>,MolSentence with 74 words,"(300,) dimensional vector"
1720,CHEMBL318650,NC(Cc1ccccc1)C(=O)NCCNCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1e8d0>,MolSentence with 74 words,"(300,) dimensional vector"
1721,CHEMBL319068,CN(C)CCCNC(=O)CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1e930>,MolSentence with 70 words,"(300,) dimensional vector"
1722,CHEMBL320574,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cccc(O)c4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1e990>,MolSentence with 86 words,"(300,) dimensional vector"
1723,CHEMBL320575,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1e9f0>,MolSentence with 86 words,"(300,) dimensional vector"
1724,CHEMBL321262,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ea50>,MolSentence with 86 words,"(300,) dimensional vector"
1725,CHEMBL322066,COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1eab0>,MolSentence with 62 words,"(300,) dimensional vector"
1726,CHEMBL322711,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1eb10>,MolSentence with 88 words,"(300,) dimensional vector"
1727,CHEMBL322712,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1eb70>,MolSentence with 88 words,"(300,) dimensional vector"
1728,CHEMBL323394,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ebd0>,MolSentence with 88 words,"(300,) dimensional vector"
1729,CHEMBL323601,O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ec30>,MolSentence with 88 words,"(300,) dimensional vector"
1730,CHEMBL324765,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ec90>,MolSentence with 88 words,"(300,) dimensional vector"
1731,CHEMBL325005,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ecf0>,MolSentence with 86 words,"(300,) dimensional vector"
1732,CHEMBL325023,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ed50>,MolSentence with 62 words,"(300,) dimensional vector"
1733,CHEMBL325839,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1edb0>,MolSentence with 86 words,"(300,) dimensional vector"
1734,CHEMBL327291,NCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ee10>,MolSentence with 46 words,"(300,) dimensional vector"
1735,CHEMBL327300,COc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cc1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ee70>,MolSentence with 50 words,"(300,) dimensional vector"
1736,CHEMBL329274,O=C1NC(=O)C(n2ccc3ccccc32)=C1n1ccc2ccccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1eed0>,MolSentence with 50 words,"(300,) dimensional vector"
1737,CHEMBL329958,COC(=O)c1cc(C(=O)c2cc(C(=O)c3cc(NC(=O)CCn4c5ccccc5c5c6c(c7c8ccccc8[nH]c7c54)C(=O)NC6)cn3C)cn2C)cn1C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ef30>,MolSentence with 110 words,"(300,) dimensional vector"
1738,CHEMBL334064,O=C1c2c(c3c4cc(O)cc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cc(O)cc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c1ef90>,MolSentence with 92 words,"(300,) dimensional vector"
1739,CHEMBL334337,O=C1c2c(c3c4ccc(O)cc4n(C4CC(O)C(CO)O4)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21030>,MolSentence with 82 words,"(300,) dimensional vector"
1740,CHEMBL334360,O=C1c2c(c3c4ccc(O)cc4n(C4OCC(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21090>,MolSentence with 80 words,"(300,) dimensional vector"
1741,CHEMBL405405,O=C1c2c(c3c4ccc(O)cc4n(C4CC(O)C(O)C(CO)O4)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c210f0>,MolSentence with 86 words,"(300,) dimensional vector"
1742,CHEMBL335012,COC1C(N(C)C(=O)c2cccnc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21150>,MolSentence with 86 words,"(300,) dimensional vector"
1743,CHEMBL335020,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c211b0>,MolSentence with 88 words,"(300,) dimensional vector"
1744,CHEMBL335648,COC1C([N+](C)(C)C)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21210>,MolSentence with 74 words,"(300,) dimensional vector"
1745,CHEMBL335718,CCCCC(O)CN(C)C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21270>,MolSentence with 84 words,"(300,) dimensional vector"
1746,CHEMBL335931,COC1C(N(C)C(=O)CNC(=O)OC(C)(C)C)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c212d0>,MolSentence with 92 words,"(300,) dimensional vector"
1747,CHEMBL335932,COC1C(N(C)C(=O)C(F)(F)F)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21330>,MolSentence with 82 words,"(300,) dimensional vector"
1748,CHEMBL336192,COC(=O)c1ccc(C(=O)N(C)C2CC3OC(C)(C2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21390>,MolSentence with 94 words,"(300,) dimensional vector"
1749,CHEMBL435191,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c213f0>,MolSentence with 88 words,"(300,) dimensional vector"
1750,CHEMBL337026,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21450>,MolSentence with 72 words,"(300,) dimensional vector"
1751,CHEMBL337027,COC1C(N(C)C(=O)CCC(=O)O)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c214b0>,MolSentence with 84 words,"(300,) dimensional vector"
1752,CHEMBL337035,CNC(=S)N(C)C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21510>,MolSentence with 78 words,"(300,) dimensional vector"
1753,CHEMBL337297,COC1C(N(C)C(=O)c2cnccn2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21570>,MolSentence with 86 words,"(300,) dimensional vector"
1754,CHEMBL338449,COC1C(N(C)C(=O)OC(C)(C)C)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c215d0>,MolSentence with 84 words,"(300,) dimensional vector"
1755,CHEMBL338935,COC1C(N(C)C(=O)CN)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21630>,MolSentence with 78 words,"(300,) dimensional vector"
1756,CHEMBL338944,COC1C(N(C)C(=O)c2cccc(Cl)c2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21690>,MolSentence with 88 words,"(300,) dimensional vector"
1757,CHEMBL338956,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c216f0>,MolSentence with 88 words,"(300,) dimensional vector"
1758,CHEMBL338967,O=C1c2c(c3c4ccc(O)cc4n(C4OCC(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21750>,MolSentence with 84 words,"(300,) dimensional vector"
1759,CHEMBL339364,COC1C(N(C)C(=O)C2CCCCC2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c217b0>,MolSentence with 86 words,"(300,) dimensional vector"
1760,CHEMBL340611,CC[N+](C)(C)C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21810>,MolSentence with 76 words,"(300,) dimensional vector"
1761,CHEMBL342767,CN1C2CCCC1n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21870>,MolSentence with 64 words,"(300,) dimensional vector"
1762,CHEMBL344314,NCCNS(=O)(=O)c1cccc2cnccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c218d0>,MolSentence with 34 words,"(300,) dimensional vector"
1763,CHEMBL345384,COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)N(CC(=O)CCl)C4=O)C(O)C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21930>,MolSentence with 88 words,"(300,) dimensional vector"
1764,CHEMBL345881,COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(OC(=O)CBr)C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21990>,MolSentence with 86 words,"(300,) dimensional vector"
1765,CHEMBL347195,COC1C(CO)OC(n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4=O)C(O)C1OC(=O)CBr,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c219f0>,MolSentence with 82 words,"(300,) dimensional vector"
1766,CHEMBL347466,COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(OC(C)=O)C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21a50>,MolSentence with 84 words,"(300,) dimensional vector"
1767,CHEMBL347684,COC1C(CO)OC(n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4=O)C(OC(=O)CBr)C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21ab0>,MolSentence with 82 words,"(300,) dimensional vector"
1768,CHEMBL348586,CN(C)C1=C(c2c(-c3cc4ccccc4s3)n(CCCSC(=N)N)c3ccccc23)C(=O)NC1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21b10>,MolSentence with 70 words,"(300,) dimensional vector"
1769,CHEMBL348943,N=C(N)SCCCn1c(-c2ccc(-c3ccccc3)cc2)c(C2=CC(=O)NC2=O)c2ccccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21b70>,MolSentence with 70 words,"(300,) dimensional vector"
1770,CHEMBL349382,O=C1C=C(c2c(-c3cc4ccccc4s3)n(CCCNC3=NCCN3)c3ccccc23)C(=O)N1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21bd0>,MolSentence with 68 words,"(300,) dimensional vector"
1771,CHEMBL350059,N=C(N)SCCCn1c(-c2cccc3ccccc23)c(C2=CC(=O)NC2=O)c2ccccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21c30>,MolSentence with 66 words,"(300,) dimensional vector"
1772,CHEMBL350084,COC(=O)CCNS(=O)(=O)c1cccc2cnccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21c90>,MolSentence with 40 words,"(300,) dimensional vector"
1773,CHEMBL350143,CC(=O)C1=C(c2c(-c3cc4ccccc4s3)n(CCCSC(=N)N)c3ccccc23)C(=O)NC1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21cf0>,MolSentence with 70 words,"(300,) dimensional vector"
1774,CHEMBL350375,N#CC1=C(c2c(-c3cc4ccccc4s3)n(CCCN=C(N)N)c3ccccc23)C(=O)NC1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21d50>,MolSentence with 68 words,"(300,) dimensional vector"
1775,CHEMBL351282,COC(=O)CCNCCNS(=O)(=O)c1cccc2cnccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21db0>,MolSentence with 46 words,"(300,) dimensional vector"
1776,CHEMBL351291,O=C(O)CCC(=O)NCCNS(=O)(=O)c1cccc2cnccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21e10>,MolSentence with 48 words,"(300,) dimensional vector"
1777,CHEMBL351295,CN(C)CCCn1c(-c2cc3ccccc3s2)c(C2=CC(=O)NC2=O)c2ccccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21e70>,MolSentence with 62 words,"(300,) dimensional vector"
1778,CHEMBL351380,COC(=O)CCN1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21ed0>,MolSentence with 50 words,"(300,) dimensional vector"
1779,CHEMBL351859,CC1(C)CCC(C)(C)c2cc(-c3c(C4=CC(=O)NC4=O)c4ccccc4n3CCCSC(=N)N)ccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21f30>,MolSentence with 74 words,"(300,) dimensional vector"
1780,CHEMBL352085,COC(=O)CCC(=O)NCCNS(=O)(=O)c1cccc2cnccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c21f90>,MolSentence with 50 words,"(300,) dimensional vector"
1781,CHEMBL353795,N=C(N)SCCCn1c(-c2cc3ccccc3s2)c(C2=C(C(=O)c3ccccc3)C(=O)NC2=O)c2ccccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23030>,MolSentence with 80 words,"(300,) dimensional vector"
1782,CHEMBL354246,N#CNC(N)=NCCCn1c(-c2cc3ccccc3s2)c(C2=C(C#N)C(=O)NC2=O)c2ccccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23090>,MolSentence with 72 words,"(300,) dimensional vector"
1783,CHEMBL357602,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3N1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c230f0>,MolSentence with 60 words,"(300,) dimensional vector"
1784,CHEMBL357892,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1COCC3N1Cc1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23150>,MolSentence with 76 words,"(300,) dimensional vector"
1785,CHEMBL358130,COCC1CC(COC)C2NC1n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c231b0>,MolSentence with 74 words,"(300,) dimensional vector"
1786,CHEMBL358314,COCC1CC(COC)C2N(Cc3ccccc3)C1n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23210>,MolSentence with 88 words,"(300,) dimensional vector"
1787,CHEMBL36432,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)OCC6(CO)C5CCC43C)C2C1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23270>,MolSentence with 116 words,"(300,) dimensional vector"
1788,CHEMBL365598,O=C(NC1CNCCCC1OC(=O)c1ccc(C(=O)c2c(O)cccc2C(=O)O)cc1)c1ccc(O)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c232d0>,MolSentence with 76 words,"(300,) dimensional vector"
1789,CHEMBL36985,O=C(OC1CC(OC(=O)c2cc(O)c(O)c(O)c2)(C(=O)O)CC(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23330>,MolSentence with 114 words,"(300,) dimensional vector"
1790,CHEMBL370100,COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23390>,MolSentence with 78 words,"(300,) dimensional vector"
1791,CHEMBL370283,CSc1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)nc(=O)c1-2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c233f0>,MolSentence with 44 words,"(300,) dimensional vector"
1792,CHEMBL382408,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23450>,MolSentence with 134 words,"(300,) dimensional vector"
1793,CHEMBL384283,C=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C(O)(O4)C4(O)OC5(C(=O)OC6C(O)COC65O)C12CC4=O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c234b0>,MolSentence with 158 words,"(300,) dimensional vector"
1794,CHEMBL386276,O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)c(C5c6c(O)cc(O)cc6OC(c6ccc(O)c(O)c6)C5OC(=O)c5cc(O)c(O)c(O)c5)c4OC(c4ccc(O)c(O)c4)C3OC(=O)c3cc(O)c(O)c(O)c3)c2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23510>,MolSentence with 192 words,"(300,) dimensional vector"
1795,CHEMBL39413,O=C(O)C1=CC(O)C(O)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23570>,MolSentence with 68 words,"(300,) dimensional vector"
1796,CHEMBL39504,O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)cc4OC(c4ccc(O)c(O)c4)C3OC(=O)c3cc(O)c(O)c(O)c3)c2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c235d0>,MolSentence with 128 words,"(300,) dimensional vector"
1797,CHEMBL39530,O=C(OC1C(O)CC(OC(=O)c2cc(O)c(O)c(O)c2)(C(=O)O)CC1O)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23630>,MolSentence with 70 words,"(300,) dimensional vector"
1798,CHEMBL39744,O=C(OC1C(O)CC(O)(C(=O)O)CC1O)c1cc(O)c(O)c(O)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23690>,MolSentence with 48 words,"(300,) dimensional vector"
1799,CHEMBL406635,O=C1OC2C(O)OC3CC(=O)c4cc(O)c(O)c(O)c4-c4c(O)c(O)c5oc(=O)c6c(c(O)c(O)c7oc(=O)c4c5c76)-c4c(cc(O)c(O)c4O)C(=O)OC3C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c236f0>,MolSentence with 154 words,"(300,) dimensional vector"
1800,CHEMBL407100,CC(NC(=O)C(C)NC(=O)C(C)NS(=O)(=O)c1cccc2cnccc12)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23750>,MolSentence with 168 words,"(300,) dimensional vector"
1801,CHEMBL407558,O=C1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c4oc(=O)c5c(c(O)c(O)c6oc(=O)c3c4c65)-c3c(cc(O)c(O)c3O)C(=O)OC2C2OC(=O)c3c(c(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC2C4O)-c2c1cc(O)c(O)c2O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c237b0>,MolSentence with 178 words,"(300,) dimensional vector"
1802,CHEMBL407914,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)C2C4=C(O)C(=O)C23Oc2cc(O)c4c(c2C13)OC(c1ccc(O)c(O)c1)C(O)C4,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23810>,MolSentence with 170 words,"(300,) dimensional vector"
1803,CHEMBL409397,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC12)c1cc(O)c(O)c(Oc2c(O)c(O)c(O)c3c2C(=O)OC2C(COC(=O)c4cc(O)c(O)c(O)c4-3)OC(OC(=O)c3cc(O)c(O)c(Oc4c(O)c(O)c(O)c5c4C(=O)OC4C(COC(=O)c6cc(O)c(O)c(O)c6-5)OC(OC(=O)c5cc(O)c(O)c(Oc6c(O)c(O)c(O)c7c6C(=O)OC6C(COC(=O)c8cc(O)c(O)c(O)c8-7)OC(OC(=O)c7cc(O)c(O)c(O)c7)C7OC(=O)c8cc(O)c(O)c(O)c8-c8c(cc(O)c(O)c8O)C(=O)OC67)c5)C5OC(=O)c6cc(O)c(O)c(O)c6-c6c(cc(O)c(O)c6O)C(=O)OC45)c3)C3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC23)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23870>,MolSentence with 536 words,"(300,) dimensional vector"
1804,CHEMBL410778,CC(NC(=O)C(C)NS(=O)(=O)c1ccc(N(C)C)c2ccccc12)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c238d0>,MolSentence with 152 words,"(300,) dimensional vector"
1805,CHEMBL411351,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23930>,MolSentence with 168 words,"(300,) dimensional vector"
1806,CHEMBL411401,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c23990>,MolSentence with 174 words,"(300,) dimensional vector"
